"X1","X2"
-1.13813693701195,-0.217974914658295
0.400771450594052,-0.295071482992271
-1.26015524475811,3.2410399349424
0.129287735160946,-0.138891362439045
-0.611165916680421,-0.71721816157401
-0.305962663739917,-0.865512862653374
-9.30228370867136,-3.1659755279236
-8.23274316553837,-4.62841385257957
0.448209778629426,-0.781536487054751
-9.63908166656221,-3.14774295936738
0.32430434416138,0.0530042267305041
-9.59421903661892,-3.63087085707039
0.253318513994755,-0.324685911490835
-0.710406563699301,-0.71721816157401
-1.06782370598685,-0.0450277248089203
-9.45560105995866,-3.14774295936738
-8.87291382946654,-3.77426125812891
-9.26460921565738,-5.33183824384565
-9.22931821613623,-3.60870592526259
-0.57438868976327,1.78691313680308
-7.94912581028988,-3.74291950768009
-8.7401692556118,-4.18962121959403
-9.13215729144378,-3.48487857744879
-9.26460921565738,-5.33183824384565
-0.611165916680421,-1.68669331074241
-0.664769435274062,-1.18548008459731
-0.33320738366942,-0.865512862653374
-0.555841134754075,-0.256092192198247
-8.87213403028196,-3.08375783384399
-8.87291382946654,-4.18962121959403
1.00573852446226,-0.600259587147127
-9.13215729144378,-3.63409537303659
0.553917653537589,0.368964527385086
-9.45560105995866,-3.14774295936738
-9.20314736972894,-3.60870592526259
-0.220486561818751,1.90236182167893
-8.23535862974681,-5.79168472964363
-8.86427523414079,-3.08375783384399
-0.611165916680421,-1.68669331074241
-9.22985109396543,-3.60870592526259
-7.57924697362752,-5.14983892698576
-9.66397831608258,-3.68229895737234
-9.34324282096994,-5.05758486901522
-9.23104252786509,-4.87635689406703
-0.375602871669773,0.298227591540715
-0.573973479297987,1.78691313680308
-0.625039267849257,-0.502198718342861
0.553917653537589,0.301153362166714
-9.46434304247585,-3.63087085707039
-1.31080153332797,0.687916772975828
-0.625039267849257,-1.02412879060491
0.18130347974915,1.71506498688328
-8.82213503751996,-3.77426125812891
-9.88505006739937,-5.95658257597033
1.44455085842335,-0.651949901695459
1.44455085842335,0.451504053079215
-8.10503869211011,-5.14983892698576
0.56298953322048,0.368964527385086
-0.375602871669773,0.644376548518833
-7.91478418743107,-4.88892811336629
-0.325931585531227,1.14880761845109
-8.50940179121619,-4.00872941218356
-0.664769435274062,-1.68669331074241
-10.2243113852946,-3.99971725654417
-8.33552853163483,-4.62841385257957
0.636569674033849,-0.472791407727934
-0.555841134754075,-0.256092192198247
-0.788602837850243,-0.502198718342861
-10.247082544698,-3.13811594316525
1.49606066984635,-1.4438931609718
-7.27488274847139,-2.25135518197128
0.0377883991710788,0.310480749443137
0.600708823672418,-0.472791407727934
-8.565992373074,-3.83197240023104
-9.22985109396543,-3.63409537303659
-9.66397831608258,-6.44208519298403
-10.5890760897254,-5.43531550901408
-8.81148310177601,-4.18962121959403
0.636569674033849,0.368964527385086
0.18130347974915,1.71506498688328
-7.81989946130228,-4.98737027610303
0.123854243844614,0.243687429599092
-9.88505006739937,-2.95320470076576
-9.13215729144378,-3.60870592526259
-9.20314736972894,-4.85395328355773
-0.555841134754075,1.78691313680308
-7.91478418743107,-5.14983892698576
-7.24781907219763,-5.44998513664324
-0.220486561818751,0.331781963915697
-10.2243113852946,-5.43531550901408
-9.13215729144378,-3.48487857744879
-8.87213403028196,-2.83993086316723
0.129287735160946,0.215941568743973
-8.08191792942137,-4.62841385257957
-1.26015524475811,0.739947510877334
0.56298953322048,-0.472791407727934
-11.2645123004112,-2.58892573051479
-8.7401692556118,-5.19421059075452
-9.89734743380873,-4.79263483205377
-7.56586609439635,-5.14983892698576
-7.62342058829579,-4.37333079313943
-8.87291382946654,-5.19421059075452
-7.62342058829579,-3.74291950768009
-1.13813693701195,-0.217974914658295
-9.89734743380873,-2.95320470076576
0.56298953322048,-1.25127136162494
0.519407203943462,0.301153362166714
-8.87291382946654,-3.83197240023104
0.18130347974915,1.71506498688328
-1.4617555849959,-0.530906522170303
-8.79406539931065,-4.02662030585058
-0.416857588160432,0.0597499373846007
-0.788602837850243,-0.71721816157401
-10.491346299299,-5.15701530032567
1.22408179743946,-1.12310858320335
-9.78911096246806,-5.95658257597033
-8.43264235611638,-3.90081949667027
-0.57438868976327,-0.256092192198247
-7.94912581028988,-4.62841385257957
-8.8861871151354,-4.09409404183863
0.436523478910183,0.0530042267305041
-10.2243113852946,-5.15701530032567
-0.265145056696353,-1.22071771225454
-7.57924697362752,-5.14983892698576
-10.247082544698,-2.56324277865491
-0.788602837850243,-1.68669331074241
-0.555841134754075,-0.256092192198247
-9.45560105995866,-3.09541233819816
-7.62342058829579,-3.04216147715909
0.837787044494525,2.05008468562714
-9.26460921565738,-3.1659755279236
0.519407203943462,0.301153362166714
-8.87213403028196,-3.77426125812891
0.253318513994755,-0.738527704739573
0.129287735160946,0.243687429599092
-0.0428704572913161,0.331781963915697
-9.59421903661892,-3.70843959381583
-8.33552853163483,-4.37333079313943
-8.86427523414079,-4.18962121959403
-0.100974885328808,1.90236182167893
0.32430434416138,-0.781536487054751
-0.573973479297987,1.78691313680308
-7.27488274847139,-5.44998513664324
0.0412329219929399,0.38528040112633
0.214445309581601,-0.781536487054751
-8.62611433046981,-3.92164490193243
-8.79406539931065,-3.83197240023104
0.837787044494525,0.54839695950807
-9.13215729144378,-3.48487857744879
-0.236279568941097,-1.02642090030678
0.332202578950118,0.11068271594512
-8.36605098246226,-4.62841385257957
-8.79406539931065,-3.77426125812891
-7.61673338108216,-4.62841385257957
-8.53745948245935,-4.00872941218356
-9.34324282096994,-3.1659755279236
-1.57214415914549,0.739947510877334
-9.44081860453337,-3.64725573644573
0.516862044313609,0.368964527385086
-8.81148310177601,-3.08375783384399
-10.9177769000761,-2.58892573051479
0.32430434416138,0.0530042267305041
-0.694706978920513,-1.68669331074241
-7.27488274847139,-2.25135518197128
-1.4617555849959,0.687916772975828
-0.688008616467358,-0.71721816157401
-8.87213403028196,-4.02662030585058
-0.788602837850243,-1.02412879060491
-7.56586609439635,-3.04216147715909
0.701355901563686,-0.472791407727934
0.0945835281735714,0.310480749443137
-0.325931585531227,1.14880761845109
-0.305962663739917,-1.01857538310709
-9.22985109396543,-3.48487857744879
-9.60005604170173,-3.09541233819816
0.976973386685621,0.688640254100091
-11.2645123004112,-5.15701530032567
-0.611165916680421,-1.02412879060491
0.976973386685621,0.54839695950807
-0.363657297095253,0.298227591540715
-8.565992373074,-3.77426125812891
-8.86427523414079,-2.83993086316723
-8.77416852418783,-3.99882606905648
0.837787044494525,0.153373117836515
-10.5890760897254,-2.58892573051479
0.56298953322048,0.368964527385086
-8.50940179121619,-3.02007621117152
-11.2645123004112,-2.56324277865491
-8.565992373074,-4.74434507207894
