N,p,k,rho,sep,rep,syn_idx,distribution,success_kmeans,success_hc,diff_sil_km,diff_sil_hc,diff_dist_km,diff_dist_hc,sil_real_km,sil_syn_km,dist_real_km,dist_syn_km
1000,10,2,0.4,0.1,1,6,normal,1,1,0.0033776777668776126,-0.00750134831636487,0.006200280191523078,-0.1186386733410969,0.2442818191432829,0.2476594969101605,3.50268949949507,3.508889779686593
1000,10,2,0.4,0.1,1,7,gamma,1,1,-0.0004191119068981397,0.04741742348201891,-0.06851430991246543,0.19499088020099276,0.27649866226147274,0.2760795503545746,3.5504776726904703,3.481963362778005
1000,10,2,0.4,0.1,1,7,normal,1,1,-0.01816289885418934,-0.029192932511139053,-0.15160646270472666,-0.25524496136114516,0.2442818191432829,0.22611892028909356,3.50268949949507,3.3510830367903433
1000,10,2,0.4,0.1,1,8,gamma,1,1,0.01866960278562735,0.06380484862199556,0.07464106730342346,0.33523905787619457,0.27649866226147274,0.2951682650471001,3.5504776726904703,3.625118739993894
1000,10,2,0.4,0.1,1,8,normal,1,1,-0.014589040388773594,-0.03880659381775714,-0.15250195003182032,-0.2322369671122022,0.2442818191432829,0.2296927787545093,3.50268949949507,3.3501875494632496
1000,10,2,0.4,0.1,1,9,gamma,1,1,0.011011642425603485,0.06077490773724778,0.0630054393800572,0.3524949529806163,0.27649866226147274,0.2875103046870762,3.5504776726904703,3.6134831120705275
1000,10,2,0.4,0.1,1,9,normal,1,1,0.0005818202031029063,-0.00953328886530308,-0.04672196277673635,-0.16709643034338084,0.2442818191432829,0.2448636393463858,3.50268949949507,3.4559675367183336
1000,10,2,0.4,0.1,2,10,gamma,1,1,0.006046123372642764,-0.14590327273916245,0.001428772795187161,-1.0890854521177857,0.2903858128832468,0.29643193625588954,3.67726635725201,3.6786951300471973
1000,10,2,0.4,0.1,2,10,normal,1,1,-0.017700054289208428,0.011002650126806013,-0.15254124910752687,0.07604462437157755,0.2336481688143237,0.21594811452511528,3.439955028786215,3.287413779678688
1000,10,2,0.4,0.1,2,1,gamma,1,1,0.0542924534595029,0.08124821720073427,0.40503376664703294,0.903333744729018,0.2903858128832468,0.3446782663427497,3.67726635725201,4.082300123899043
1000,10,2,0.4,0.1,2,1,normal,1,1,-0.0037777377954100744,0.011550105536193317,-0.05464965836649949,0.068405306280376,0.2336481688143237,0.22987043101891363,3.439955028786215,3.3853053704197156
1000,10,2,0.4,0.1,2,2,gamma,1,1,0.03493361883157459,0.0478146381028402,0.2556376253228523,0.5216693521321982,0.2903858128832468,0.32531943171482136,3.67726635725201,3.9329039825748624
1000,10,2,0.4,0.1,2,2,normal,1,1,0.011157581143588613,0.0161917525240258,0.09417299614546382,0.26788402768859676,0.2336481688143237,0.24480574995791232,3.439955028786215,3.534128024931679
1000,10,2,0.4,0.1,2,3,gamma,1,1,-0.012250465804991728,-0.12621850591261757,-0.11657916127360712,-0.9400750338589536,0.2903858128832468,0.27813534707825505,3.67726635725201,3.560687195978403
1000,10,2,0.4,0.1,2,3,normal,1,1,0.00304009687403084,0.012643927173350611,0.00874574660951799,0.2150107897193072,0.2336481688143237,0.23668826568835455,3.439955028786215,3.448700775395733
1000,10,2,0.4,0.1,2,4,gamma,1,1,-0.0036917545544465913,-0.16063228175082628,-0.08242554561413229,-0.9908242439109212,0.2903858128832468,0.2866940583288002,3.67726635725201,3.594840811637878
1000,10,2,0.4,0.1,2,4,normal,1,1,-0.011160804910742228,-3.267779916871216e-05,-0.10977841527901022,-0.00646963757080421,0.2336481688143237,0.22248736390358148,3.439955028786215,3.330176613507205
1000,10,2,0.4,0.1,2,5,gamma,1,1,0.031103674908642298,0.0198710326727366,0.23106352421081056,0.08425694514450388,0.2903858128832468,0.3214894877918891,3.67726635725201,3.9083298814628207
1000,10,2,0.4,0.1,2,5,normal,1,1,-0.003475648556324762,0.012765870522328582,-0.050212401597650835,0.14046195153521035,0.2336481688143237,0.23017252025799895,3.439955028786215,3.3897426271885642
1000,10,2,0.4,0.1,2,6,gamma,1,1,-0.013188768001622497,-0.07746900291887335,-0.15018806938812324,-0.7601973974311043,0.2903858128832468,0.2771970448816243,3.67726635725201,3.527078287863887
1000,10,2,0.4,0.1,2,6,normal,1,1,-0.002787550705176556,0.014331415174070244,-0.024266497055690728,0.1597672272708781,0.2336481688143237,0.23086061810914715,3.439955028786215,3.4156885317305243
1000,10,2,0.4,0.1,2,7,gamma,1,1,0.018178401762847518,-0.1082910755258926,0.09464258510005363,-0.9092041320888966,0.2903858128832468,0.3085642146460943,3.67726635725201,3.7719089423520638
1000,10,2,0.4,0.1,2,7,normal,1,1,-0.007949767873569796,0.007626540623883599,-0.09213890921388668,0.10075250587349194,0.2336481688143237,0.2256984009407539,3.439955028786215,3.3478161195723284
1000,10,2,0.4,0.1,2,8,gamma,1,1,-0.013685780050733065,-0.12224424998469263,-0.12580159841053185,-0.8204287722927917,0.2903858128832468,0.2767000328325137,3.67726635725201,3.5514647588414783
1000,10,2,0.4,0.1,2,8,normal,1,1,0.006235592022459102,-0.002647998097084825,0.011333019368189756,0.026899382197188793,0.2336481688143237,0.2398837608367828,3.439955028786215,3.451288048154405
1000,10,2,0.4,0.1,2,9,gamma,1,1,-0.002119250547425622,-0.13330435104353996,-0.09276899987498721,-1.0195218949777938,0.2903858128832468,0.28826656233582115,3.67726635725201,3.584497357377023
1000,10,2,0.4,0.1,2,9,normal,1,1,-0.0013676175323343032,0.00946322598220109,-0.012920216109816973,0.06797553817663982,0.2336481688143237,0.2322805512819894,3.439955028786215,3.427034812676398
1000,10,2,0.4,0.1,3,10,gamma,1,1,0.02179111804726297,0.06461017284374479,0.08106658988415694,0.2329861814060723,0.2683607879540107,0.29015190600127366,3.502645890571341,3.583712480455498
1000,10,2,0.4,0.1,3,10,normal,1,1,0.0038381212332767867,0.00672074493905922,-0.009242838087430094,-0.00538640489109854,0.2204513075615301,0.2242894287948069,3.321909678872475,3.312666840785045
1000,10,2,0.4,0.1,3,1,gamma,1,1,0.0020428589049270585,0.041185903834383614,-0.0735281053234278,0.053141474207616834,0.2683607879540107,0.27040364685893775,3.502645890571341,3.429117785247913
1000,10,2,0.4,0.1,3,1,normal,1,1,0.005232443367924611,-0.0009545571990000612,0.0043949780722591925,0.008716139225574793,0.2204513075615301,0.22568375092945472,3.321909678872475,3.326304656944734
1000,10,2,0.4,0.1,3,2,gamma,1,1,0.0011565476166229827,0.15020667651445616,-0.04102220447329108,1.2376761655273563,0.2683607879540107,0.2695173355706337,3.502645890571341,3.46162368609805
1000,10,2,0.4,0.1,3,2,normal,1,1,-0.014906927759467281,-0.018951160428581887,-0.11814516435543787,-0.1685048957299511,0.2204513075615301,0.20554437980206283,3.321909678872475,3.203764514517037
1000,10,2,0.4,0.1,3,3,gamma,1,1,0.027847503732524814,0.07457378157278308,0.16670577774618112,0.2946171481155768,0.2683607879540107,0.2962082916865355,3.502645890571341,3.669351668317522
1000,10,2,0.4,0.1,3,3,normal,1,1,0.008184120958403207,7.366396736294134e-05,0.03848856427654468,-0.018822889277278154,0.2204513075615301,0.22863542851993332,3.321909678872475,3.3603982431490196
1000,10,2,0.4,0.1,3,4,gamma,1,1,-0.005291053160354053,0.08744362253195612,-0.05142298514385191,0.3990403132768301,0.2683607879540107,0.26306973479365664,3.502645890571341,3.451222905427489
1000,10,2,0.4,0.1,3,4,normal,1,1,0.007514181190662411,0.0018028759884288759,0.06944725170865063,0.1878115531238982,0.2204513075615301,0.22796548875219252,3.321909678872475,3.3913569305811255
1000,10,2,0.4,0.1,3,5,gamma,1,1,0.02812017445020476,0.11365676827733287,0.13689057856729603,0.5881218847598371,0.2683607879540107,0.29648096240421545,3.502645890571341,3.639536469138637
1000,10,2,0.4,0.1,3,5,normal,1,1,0.011843559408335369,0.013757747338130039,0.05668677850588155,0.10591957324343948,0.2204513075615301,0.23229486696986548,3.321909678872475,3.3785964573783565
1000,10,2,0.4,0.1,3,6,gamma,1,1,0.011283169658074799,-0.027223306655533713,0.04228107172254969,-0.1136828626002826,0.2683607879540107,0.2796439576120855,3.502645890571341,3.5449269622938906
1000,10,2,0.4,0.1,3,6,normal,1,1,-0.011919744308772962,-0.03367871234652195,-0.1293645980320952,-0.3043043557633447,0.2204513075615301,0.20853156325275715,3.321909678872475,3.1925450808403797
1000,10,2,0.4,0.1,3,7,gamma,1,1,0.010495346122712967,0.04864554622057812,0.05320283221656874,0.1569343889822301,0.2683607879540107,0.27885613407672366,3.502645890571341,3.5558487227879096
1000,10,2,0.4,0.1,3,7,normal,1,1,-0.0026258652875832678,-0.029823229999473372,-0.03021114929733315,-0.2166674588278954,0.2204513075615301,0.21782544227394685,3.321909678872475,3.2916985295751418
1000,10,2,0.4,0.1,3,8,gamma,1,1,-0.0006717524845693545,0.028266262665476494,-0.04629793799723059,0.08280560126188918,0.2683607879540107,0.26768903546944134,3.502645890571341,3.4563479525741103
1000,10,2,0.4,0.1,3,8,normal,1,1,-0.006056120167315576,-0.02896475395254386,-0.08752589253248821,-0.02130590348210326,0.2204513075615301,0.21439518739421454,3.321909678872475,3.2343837863399867
1000,10,2,0.4,0.1,3,9,gamma,1,1,-0.004444587755721541,0.03646203827055544,-0.05103986734757804,0.10836527301227372,0.2683607879540107,0.26391620019828915,3.502645890571341,3.451606023223763
1000,10,2,0.4,0.1,3,9,normal,1,1,0.014683393193290928,0.003227740226004916,0.08589192123165379,0.10770043160951559,0.2204513075615301,0.23513470075482104,3.321909678872475,3.4078016001041287
1000,10,2,0.4,0.1,4,10,gamma,1,1,0.011377769229999668,-0.05767143458935897,0.05540005510327051,-0.3378920078356189,0.2687276629623077,0.2801054321923074,3.508030644489089,3.5634306995923595
1000,10,2,0.4,0.1,4,10,normal,1,1,-0.008714193164644307,0.005595494681970181,-0.10747645005627504,-0.03168073816188954,0.2411338113721423,0.23241961820749799,3.476830274758421,3.369353824702146
1000,10,2,0.4,0.1,4,1,gamma,1,1,-0.022060457227773028,0.0021319439681206087,-0.2024502614103989,-0.14523691153315577,0.2687276629623077,0.24666720573453468,3.508030644489089,3.30558038307869
1000,10,2,0.4,0.1,4,1,normal,1,1,0.008470816181746499,0.010023058092226117,0.020233233165858344,0.004550878822715099,0.2411338113721423,0.2496046275538888,3.476830274758421,3.4970635079242793
1000,10,2,0.4,0.1,4,2,gamma,1,1,0.004403093482542975,-0.02731725803006621,-0.053353759005958956,-0.4007436098353008,0.2687276629623077,0.2731307564448507,3.508030644489089,3.45467688548313
1000,10,2,0.4,0.1,4,2,normal,1,1,-0.0020813454292519518,0.012734592864673211,-0.03110561213312657,0.03368075511897217,0.2411338113721423,0.23905246594289034,3.476830274758421,3.4457246626252944
1000,10,2,0.4,0.1,4,3,gamma,1,1,-0.015561395860375471,-0.10151320988085152,-0.13975855290887473,-0.6803928812806341,0.2687276629623077,0.25316626710193224,3.508030644489089,3.3682720915802142
1000,10,2,0.4,0.1,4,3,normal,1,1,-0.0168761398569357,-0.012641436082126367,-0.1270857064132893,0.08380306142959126,0.2411338113721423,0.2242576715152066,3.476830274758421,3.3497445683451317
1000,10,2,0.4,0.1,4,4,gamma,1,1,-0.021378990006500842,-0.10183470377978854,-0.16246773601209608,-0.49922416200769604,0.2687276629623077,0.24734867295580687,3.508030644489089,3.345562908476993
1000,10,2,0.4,0.1,4,4,normal,1,1,-0.014765708700229196,-0.006244822024337626,-0.12307606373040558,0.07168691085502354,0.2411338113721423,0.2263681026719131,3.476830274758421,3.3537542110280154
1000,10,2,0.4,0.1,4,5,gamma,1,1,0.001796230485629935,-0.060259842701177346,-0.007235961745156061,-0.4178267129193274,0.2687276629623077,0.27052389344793765,3.508030644489089,3.500794682743933
1000,10,2,0.4,0.1,4,5,normal,1,1,-0.0037427779107200576,-0.00023756322502144211,-0.03255968900638884,-0.06930808468341176,0.2411338113721423,0.23739103346142224,3.476830274758421,3.444270585752032
1000,10,2,0.4,0.1,4,6,gamma,1,1,-0.009846823154184892,-0.05110352664276696,-0.16389564803719914,-0.6297688794762863,0.2687276629623077,0.2588808398081228,3.508030644489089,3.34413499645189
1000,10,2,0.4,0.1,4,6,normal,1,1,-0.007419344242476533,0.008472721732832006,-0.06801245758937347,0.10805316573707824,0.2411338113721423,0.23371446712966576,3.476830274758421,3.4088178171690475
1000,10,2,0.4,0.1,4,7,gamma,1,1,-0.022323417076360513,-0.1114765604287116,-0.19206423714606613,-0.5631812639270963,0.2687276629623077,0.2464042458859472,3.508030644489089,3.315966407343023
1000,10,2,0.4,0.1,4,7,normal,1,1,0.023032374415844548,0.03299099678456213,0.13465789402541528,0.20798779959202252,0.2411338113721423,0.26416618578798684,3.476830274758421,3.6114881687838363
1000,10,2,0.4,0.1,4,8,gamma,1,1,-0.009129016460904416,0.06661733286828742,-0.10643545160115364,0.760488721961623,0.2687276629623077,0.2595986465014033,3.508030644489089,3.4015951928879353
1000,10,2,0.4,0.1,4,8,normal,1,1,0.008381390909299874,0.012364517097342098,0.03237158987460331,0.008788994095972669,0.2411338113721423,0.24951520228144217,3.476830274758421,3.5092018646330243
1000,10,2,0.4,0.1,4,9,gamma,1,1,-0.016043458548032852,-0.05482127176159532,-0.08557215958057007,-0.48589462878421763,0.2687276629623077,0.25268420441427486,3.508030644489089,3.422458484908519
1000,10,2,0.4,0.1,4,9,normal,1,1,0.006001887238874015,0.0082138602319492,0.01883930725760541,0.021166181534374218,0.2411338113721423,0.2471356986110163,3.476830274758421,3.4956695820160264
1000,10,2,0.4,0.1,5,10,gamma,1,1,0.025559443168606144,0.040827896077759745,0.1384786329842087,0.26155080280900345,0.25968132349263146,0.2852407666612376,3.451669006019283,3.590147639003492
1000,10,2,0.4,0.1,5,10,normal,1,1,-0.0023404772548945296,-0.01748846288168615,-0.06217890170337137,-0.5514731958752299,0.23350626828129964,0.2311657910264051,3.4354441429403044,3.373265241236933
1000,10,2,0.4,0.1,5,1,gamma,1,1,0.020101347347392995,-0.03561005212895116,0.10619285212624074,-0.21848181706440117,0.25968132349263146,0.27978267084002445,3.451669006019283,3.557861858145524
1000,10,2,0.4,0.1,5,1,normal,1,1,0.004801650359933407,-0.003526409433973615,0.007722301625932015,-0.39970037383835244,0.23350626828129964,0.23830791864123305,3.4354441429403044,3.4431664445662364
1000,10,2,0.4,0.1,5,2,gamma,1,1,-0.008962904092745971,-0.019639335229046984,-0.08956529405819369,-0.1404842268854316,0.25968132349263146,0.2507184193998855,3.451669006019283,3.3621037119610895
1000,10,2,0.4,0.1,5,2,normal,1,1,0.011391089293984302,-0.014428914456261793,0.07601407999455434,-0.47871752501198195,0.23350626828129964,0.24489735757528394,3.4354441429403044,3.5114582229348588
1000,10,2,0.4,0.1,5,3,gamma,1,1,-0.007518125362924066,-0.06342649791780891,-0.10515274167161692,-0.35298462464312585,0.25968132349263146,0.2521631981297074,3.451669006019283,3.3465162643476662
1000,10,2,0.4,0.1,5,3,normal,1,1,-0.019249624071545124,-0.046588661388158925,-0.17471154292840296,-0.7579940901495452,0.23350626828129964,0.21425664420975452,3.4354441429403044,3.2607326000119015
1000,10,2,0.4,0.1,5,4,gamma,1,1,0.008797001858723785,-0.01402820449144393,0.05184885503474135,-0.13613967558149964,0.25968132349263146,0.26847832535135524,3.451669006019283,3.5035178610540245
1000,10,2,0.4,0.1,5,4,normal,1,1,-0.020292182307008383,-0.053856622090660916,-0.1780750227647525,-0.78464106714079,0.23350626828129964,0.21321408597429126,3.4354441429403044,3.257369120175552
1000,10,2,0.4,0.1,5,5,gamma,1,1,-0.015623543994326028,0.007484412104661914,-0.12304771935654024,0.09164564864208868,0.25968132349263146,0.24405777949830543,3.451669006019283,3.328621286662743
1000,10,2,0.4,0.1,5,5,normal,1,1,-0.017624684277991715,-0.015118472449865139,-0.14478380798995127,-0.2534521592022734,0.23350626828129964,0.21588158400330792,3.4354441429403044,3.290660334950353
1000,10,2,0.4,0.1,5,6,gamma,1,1,-0.012717016845416762,-0.09030986662364437,-0.1102804451090944,-0.284399152970499,0.25968132349263146,0.2469643066472147,3.451669006019283,3.3413885609101888
1000,10,2,0.4,0.1,5,6,normal,1,1,0.004070399074831338,-0.0122487911498525,-0.013422855545098589,-0.2394834423278258,0.23350626828129964,0.23757666735613098,3.4354441429403044,3.422021287395206
1000,10,2,0.4,0.1,5,7,gamma,1,1,0.021234545456371323,-0.06475157479038374,0.10721146260262238,-0.268723691171028,0.25968132349263146,0.2809158689490028,3.451669006019283,3.5588804686219055
1000,10,2,0.4,0.1,5,7,normal,1,1,0.00684930042687798,-0.018851672331904185,0.009104414199418542,-0.4430989523822966,0.23350626828129964,0.24035556870817762,3.4354441429403044,3.444548557139723
1000,10,2,0.4,0.1,5,8,gamma,1,1,0.01932809979213701,-0.09415740787502883,0.13227302777976435,-0.24030005556468081,0.25968132349263146,0.27900942328476847,3.451669006019283,3.5839420337990475
1000,10,2,0.4,0.1,5,8,normal,1,1,0.01720265756612352,-0.004834882298434678,0.09211480295723495,-0.43295810244651767,0.23350626828129964,0.25070892584742316,3.4354441429403044,3.5275589458975394
1000,10,2,0.4,0.1,5,9,gamma,1,1,0.007897373027783594,0.06784378670716659,0.05932355684351531,0.6536632342856366,0.25968132349263146,0.26757869652041505,3.451669006019283,3.5109925628627985
1000,10,2,0.4,0.1,5,9,normal,1,1,0.01612835212239172,-0.01060838980848916,0.07801505914733076,-0.45822396262095744,0.23350626828129964,0.24963462040369136,3.4354441429403044,3.513459202087635
1000,10,2,0.4,10.0,1,10,gamma,1,1,-0.00567048850598828,-0.005899041049891807,-0.006464422215635146,-0.012066299785909784,0.4699053543969784,0.4642348658909901,4.566139928842081,4.559675506626446
1000,10,2,0.4,10.0,1,10,normal,1,1,0.0001687088994751229,7.541487029283367e-05,0.023854492993607312,0.020977022976651494,0.3267700524328369,0.32693876133231203,3.696576424782434,3.7204309177760413
1000,10,2,0.4,10.0,1,1,gamma,1,1,-0.009364040834628773,-0.009364040834628773,-0.09085730998678887,-0.09085730998678887,0.4699053543969784,0.4605413135623496,4.566139928842081,4.475282618855292
1000,10,2,0.4,10.0,1,1,normal,1,1,0.002458312666060114,0.0021119093273684886,0.03565463096819421,0.0339823526642653,0.3267700524328369,0.329228365098897,3.696576424782434,3.732231055750628
1000,10,2,0.4,10.0,1,2,gamma,1,1,-0.010022440294675417,-0.010022440294675417,-0.0742185240853468,-0.0742185240853468,0.4699053543969784,0.459882914102303,4.566139928842081,4.491921404756734
1000,10,2,0.4,10.0,1,2,normal,1,1,-0.009115196750457688,-0.009317007033429414,-0.06499750334634369,-0.06668682607729082,0.3267700524328369,0.3176548556823792,3.696576424782434,3.6315789214360903
1000,10,2,0.4,10.0,1,3,gamma,1,1,-0.009213482788900884,-0.009213482788900884,-0.043106262727306444,-0.043106262727305555,0.4699053543969784,0.4606918716080775,4.566139928842081,4.523033666114775
1000,10,2,0.4,10.0,1,3,normal,1,1,-0.009419790982725162,-0.009776919710906662,-0.054526707303214295,-0.05727144173407295,0.3267700524328369,0.31735026145011175,3.696576424782434,3.6420497174792197
1000,10,2,0.4,10.0,1,4,gamma,1,1,5.5990252687820874e-05,5.5990252687820874e-05,0.00449699786938762,0.00449699786938762,0.4699053543969784,0.4699613446496662,4.566139928842081,4.570636926711469
1000,10,2,0.4,10.0,1,4,normal,1,1,-0.009711755335140793,-0.009837641215766468,-0.044033156220250724,-0.044870754226271625,0.3267700524328369,0.3170582970976961,3.696576424782434,3.6525432685621833
1000,10,2,0.4,10.0,1,5,gamma,1,1,-0.005044679034761856,-0.0055474651442073974,-0.01041842316551378,-0.01707903087466711,0.4699053543969784,0.46486067536221654,4.566139928842081,4.555721505676567
1000,10,2,0.4,10.0,1,5,normal,1,1,-0.00430022166787003,-0.004976126150107341,-0.00869520059354345,-0.015259610283171465,0.3267700524328369,0.3224698307649669,3.696576424782434,3.6878812241888905
1000,10,2,0.4,10.0,1,6,gamma,1,1,-0.008167811634132438,-0.008583816051281112,-0.047039461777660385,-0.04808376468983333,0.4699053543969784,0.46173754276284595,4.566139928842081,4.519100467064421
1000,10,2,0.4,10.0,1,6,normal,1,1,-0.00021217201805390218,-0.00021217201805390218,0.01762073651045526,0.017620736510455703,0.3267700524328369,0.326557880414783,3.696576424782434,3.7141971612928892
1000,10,2,0.4,10.0,1,7,gamma,1,1,-0.013696094725712815,-0.013735148000318498,-0.08116512544136878,-0.08154414532507115,0.4699053543969784,0.4562092596712656,4.566139928842081,4.484974803400712
1000,10,2,0.4,10.0,1,7,normal,1,1,-0.00548319711913775,-0.005489188262645883,-0.02048447065480774,-0.020924660465280187,0.3267700524328369,0.32128685531369916,3.696576424782434,3.6760919541276262
1000,10,2,0.4,10.0,1,8,gamma,1,1,0.011684206764242588,0.011360670631490877,0.07047605686227687,0.06663110280492113,0.4699053543969784,0.481589561161221,4.566139928842081,4.636615985704358
1000,10,2,0.4,10.0,1,8,normal,1,1,-0.010779079839965677,-0.011012388763196768,-0.037345976129580016,-0.03951870126136203,0.3267700524328369,0.31599097259287123,3.696576424782434,3.659230448652854
1000,10,2,0.4,10.0,1,9,gamma,1,1,-0.004808555864529218,-0.004808555864529218,-0.014618151195800344,-0.014618151195800344,0.4699053543969784,0.4650967985324492,4.566139928842081,4.551521777646281
1000,10,2,0.4,10.0,1,9,normal,1,1,0.005041408873986908,0.00496676380313138,0.05889804432127255,0.05867020897091413,0.3267700524328369,0.3318114613068238,3.696576424782434,3.7554744691037065
1000,10,2,0.4,10.0,2,10,gamma,1,1,0.0016193046007420553,0.011635763638986996,0.027900663138638926,0.09265790147321429,0.44441843163174766,0.4460377362324897,4.40141787197809,4.429318535116729
1000,10,2,0.4,10.0,2,10,normal,1,1,0.00042453329535607764,-4.762636686578281e-05,0.005233254926875652,-0.0012366794925502411,0.35451748275167894,0.354942016047035,3.9302077512707156,3.9354410061975913
1000,10,2,0.4,10.0,2,1,gamma,1,1,-0.0020494523263775433,0.004960999151061074,-0.0035040511477415492,0.04684550875022353,0.44441843163174766,0.4423689793053701,4.40141787197809,4.3979138208303485
1000,10,2,0.4,10.0,2,1,normal,1,1,-0.01111649192134595,-0.010976811986187662,-0.05566526976913444,-0.055054784483177244,0.35451748275167894,0.343400990830333,3.9302077512707156,3.874542481501581
1000,10,2,0.4,10.0,2,2,gamma,1,1,0.011245216922445844,0.018554307785189073,0.06382842392538723,0.11512364917040241,0.44441843163174766,0.4556636485541935,4.40141787197809,4.465246295903477
1000,10,2,0.4,10.0,2,2,normal,1,1,-0.009118249090340702,-0.008880777774735393,-0.06436260413297257,-0.05988481738080553,0.35451748275167894,0.34539923366133823,3.9302077512707156,3.865845147137743
1000,10,2,0.4,10.0,2,3,gamma,1,1,-0.007472122148906635,0.0026964228313240968,-0.04334122047891942,0.021466170950694696,0.44441843163174766,0.436946309482841,4.40141787197809,4.358076651499171
1000,10,2,0.4,10.0,2,3,normal,1,1,0.004868722288121352,0.0053020542575009655,0.05304582882690001,0.056793808742422236,0.35451748275167894,0.3593862050398003,3.9302077512707156,3.9832535800976157
1000,10,2,0.4,10.0,2,4,gamma,1,1,-0.01996419023530105,-0.010433273124675457,-0.07563463514334678,-0.015440027749294316,0.44441843163174766,0.4244542413964466,4.40141787197809,4.325783236834743
1000,10,2,0.4,10.0,2,4,normal,1,1,0.00494478923329833,0.004965897714475642,0.02633849790564602,0.02857727055658499,0.35451748275167894,0.35946227198497727,3.9302077512707156,3.9565462491763617
1000,10,2,0.4,10.0,2,5,gamma,1,1,-0.0005629946593069812,0.008494393279305457,0.02297000909466096,0.07984447985863419,0.44441843163174766,0.4438554369724407,4.40141787197809,4.424387881072751
1000,10,2,0.4,10.0,2,5,normal,1,1,-0.0065589605887722,-0.006196044574546977,-0.04005566115446735,-0.034624732272437786,0.35451748275167894,0.34795852216290674,3.9302077512707156,3.8901520901162483
1000,10,2,0.4,10.0,2,6,gamma,1,1,-0.0021253896049088228,0.00689308581568393,-0.010144066315787903,0.04630286876163847,0.44441843163174766,0.44229304202683883,4.40141787197809,4.391273805662302
1000,10,2,0.4,10.0,2,6,normal,1,1,0.002787309707038055,0.0030862843182856703,0.0312808107233713,0.03394375591287657,0.35451748275167894,0.357304792458717,3.9302077512707156,3.961488561994087
1000,10,2,0.4,10.0,2,7,gamma,1,1,-0.02461385996223603,-0.016740898776015534,-0.10048703651682978,-0.04591382023139268,0.44441843163174766,0.41980457166951163,4.40141787197809,4.30093083546126
1000,10,2,0.4,10.0,2,7,normal,1,1,-0.008104130995923164,-0.00790086311190491,-0.05793704993054982,-0.052702661897169545,0.35451748275167894,0.34641335175575577,3.9302077512707156,3.872270701340166
1000,10,2,0.4,10.0,2,8,gamma,1,1,0.00016956503312570703,0.009639832254547898,0.024394311407883507,0.08274562444471822,0.44441843163174766,0.44458799666487336,4.40141787197809,4.425812183385974
1000,10,2,0.4,10.0,2,8,normal,1,1,0.006210512451946815,0.006667372328893362,0.054204020579455836,0.060401383171341916,0.35451748275167894,0.36072799520362575,3.9302077512707156,3.9844117718501715
