method,N,p,k,rho,sep,distribution,rep,syn_idx,success_kmeans,success_hc,diff_sil_km,diff_sil_hc,diff_dist_km,diff_dist_hc,sil_real_km,sil_syn_km,sil_real_hc,sil_syn_hc,dist_real_km,dist_syn_km,dist_real_hc,dist_syn_hc
cart,1000,10,2,0.0,2.0,gamma,4,1,1,0,0.0071657800877181765,-0.011777776588872982,-0.000762896904587862,-0.07950302933435038,0.1164897580225487,0.12365553811026687,0.0596954369731876,0.047917660384314616,2.8365647345778138,2.835801837673226,2.9240021065530435,2.844499077218693
cart,1000,10,2,0.0,2.0,gamma,5,1,0,0,-0.0027949140665139566,-0.001467359846009833,-0.028981656879420115,-0.10709933796676374,0.11450194818130867,0.11170703411479471,0.0515663570052177,0.05009899715920787,2.8229334722662136,2.7939518153867935,2.8135969257446556,2.706497587777892
cart,1000,10,3,0.0,2.0,gamma,1,1,0,0,0.002580396226844875,-0.012761036026019572,0.0008992531720588559,-0.06112545006104231,0.10216604303214837,0.10474643925899324,0.05353265384791447,0.040771617821894895,2.727056103545356,2.727955356717415,2.8385168078788277,2.7773913578177853
cart,1000,10,3,0.0,2.0,gamma,2,1,0,0,5.2926580211665186e-05,0.030833332804976583,-0.002126112717527384,0.012344354877158015,0.09551883158431908,0.09557175816453074,0.04776951242773065,0.07860284523270723,2.7230019766344484,2.720875863916921,2.7613790281460844,2.7737233830232424
cart,1000,10,3,0.0,2.0,gamma,3,1,0,0,-0.0008054814707971064,0.0117321546159364,-0.011153140776328119,-0.03571952835984282,0.09394991989667352,0.09314443842587641,0.044853388923529164,0.056585543539465565,2.7456674137337806,2.7345142729574525,2.8647173724896056,2.8289978441297627
cart,1000,10,3,0.0,2.0,gamma,4,1,0,0,0.009029500092163606,0.03292986080764801,-0.014771164278431836,0.013608479879240853,0.09783214724143838,0.10686164733360198,0.043414798271365615,0.07634465907901362,2.7420131095937137,2.727241945315282,2.783516798761211,2.797125278640452
cart,1000,10,3,0.0,2.0,gamma,5,1,0,0,0.008715625749637496,0.05035905752135584,0.04560911541094104,0.11312460570485072,0.11305365696177105,0.12176928271140855,0.04739794116275827,0.09775699868411411,2.737504150236967,2.783113265647908,2.747726794469523,2.860851400174374
cart,1000,10,3,0.4,2.0,gamma,1,1,0,0,0.01744332734454393,-0.026568309961610012,-0.020741683050845783,-0.17675848202404287,0.15414030957313068,0.17158363691767461,0.12464057393909302,0.098072263977483,2.5816763195241554,2.5609346364733097,2.6566472815360207,2.479888799511978
cart,1000,10,3,0.4,2.0,gamma,2,1,0,0,0.0006070267070848734,0.07155551337845864,0.044991144595403654,0.23312592048641267,0.15008794709578296,0.15069497380286784,0.09638013282208427,0.1679356462005429,2.4979490941521356,2.5429402387475393,2.5366616628133083,2.769787583299721
cart,1000,10,3,0.4,2.0,gamma,3,1,0,0,0.00035894393588425944,0.02371877700501808,0.009093073065872925,0.023628608412760155,0.144724768307773,0.14508371224365726,0.09975716530735974,0.12347594231237782,2.5325256127998563,2.5416186858657293,2.5681376365744475,2.5917662449872076
cart,1000,10,3,0.4,2.0,gamma,4,1,0,0,0.025814684600825727,0.007010756289164408,-0.0032909855303877578,0.05167982740657484,0.1325803280342527,0.15839501263507844,0.0977264120971963,0.10473716838636071,2.549078530841895,2.5457875453115073,2.498628359665499,2.5503081870720736
cart,1000,10,3,0.4,2.0,gamma,5,1,0,0,0.011968090388334629,0.04282965304906464,0.002204702413728832,0.012389139473910404,0.1519564989541421,0.16392458934247672,0.12075569042006151,0.16358534346912615,2.629401724873214,2.631606427286943,2.75166141099352,2.7640505504674304
cart,1000,10,2,0.4,6.0,gamma,1,1,1,1,-0.021974463889568724,-0.023463368399453954,0.062499652685759965,0.06417170354552049,0.2667269919775137,0.24475252808794498,0.26553672584125415,0.2420733574418002,2.4966804288896696,2.5591800815754295,2.4712137796521714,2.535385483197692
cart,1000,10,2,0.4,6.0,gamma,2,1,1,1,-0.01710088313974717,0.019421855055062,0.04302051848692212,0.021040197367506952,0.34695295193745007,0.3298520687977029,0.30261293053867744,0.32203478559373944,2.3414323802384205,2.3844528987253426,2.3779898703682703,2.399030067735777
cart,1000,10,2,0.4,6.0,gamma,3,1,1,1,-0.008790284923839597,-0.009269083587358062,0.011373711881722315,0.012592394033452692,0.3639781575902914,0.3551878726664518,0.36338663589727105,0.354117552309913,2.3152111912569904,2.3265849031387127,2.3161949505328145,2.3287873445662672
cart,1000,10,2,0.4,6.0,gamma,4,1,1,1,-0.028159758549906766,-0.03484510307333216,0.06007810687636539,0.06381224544621844,0.33496897370587214,0.3068092151559654,0.3342863470144966,0.29944124394116445,2.373513673167925,2.4335917800442903,2.375799598657103,2.4396118441033217
cart,1000,10,2,0.4,6.0,gamma,5,1,1,1,-0.017302135786029682,-0.024990387270489745,0.06660045661606384,0.09511619343969313,0.2876922225716494,0.2703900867856197,0.2914895512336315,0.26649916396314177,2.433287342073928,2.4998877986899917,2.428474198479757,2.5235903919194502
cart,1000,10,2,0.0,10.0,gamma,1,1,1,1,0.0014378272604737563,0.0011184579481434698,-0.00237840406955403,-0.0018133870245247152,0.436207670069568,0.43764549733004177,0.43620950002159803,0.4373279579697415,2.130821741164543,2.128443337094989,2.130832888466946,2.1290195014424214
cart,1000,10,2,0.0,10.0,gamma,2,1,1,1,-0.009189490866643335,-0.009203670589538637,0.02004713516535528,0.01994834105187948,0.4324591714915143,0.42326968062487097,0.4324591714915143,0.42325550090197567,2.1358525392581242,2.1558996744234795,2.1358525392581242,2.1558008803100037
cart,1000,10,2,0.0,10.0,gamma,3,1,1,1,-0.002542312482557263,-0.002912608480276635,0.007585326240761248,0.007960031762361375,0.44112614694734,0.4385838344647827,0.44112614694734,0.43821353846706335,2.112795489252406,2.120380815493167,2.112795489252406,2.1207555210147673
cart,1000,10,2,0.0,10.0,gamma,4,1,1,1,-0.021849689646713133,-0.021703450501154853,0.040287030180308214,0.03973603279789639,0.41198961673284634,0.3901399270861332,0.41160336311122603,0.3898999126100712,2.1837329627051405,2.2240199928854487,2.184454313383182,2.2241903461810786
cart,1000,10,2,0.0,10.0,gamma,5,1,1,1,0.000574818553870371,4.277727317347768e-05,-0.0071654308147754975,-0.006289836590544606,0.4901673835991911,0.49074220215306147,0.4901673835991911,0.4902101608723646,1.97572494997041,1.9685595191556344,1.97572494997041,1.9694351133798653
cart,1000,10,2,0.4,10.0,gamma,1,1,1,1,0.003978438583934429,0.0036997298115891697,-0.01307175986148712,-0.01220386997336842,0.4612989014365449,0.4652773400204793,0.4612989014365449,0.46499863124813406,2.0676413879916034,2.0545696281301162,2.0676413879916034,2.055437518018235
cart,1000,10,2,0.4,10.0,gamma,2,1,1,1,-0.01034006781682667,-0.011131498960013253,0.03147113034066029,0.03454004843868019,0.49420730329468204,0.4838672354778554,0.4942675018282,0.48313600286818675,1.9583111342189952,1.9897822645596555,1.9585012897569307,1.993041338195611
cart,1000,10,2,0.4,10.0,gamma,3,1,1,1,-0.01664564190076201,-0.020053904690734314,0.038792385076954705,0.046575905627275205,0.4823878132792907,0.4657421713785287,0.4823878132792907,0.4623339085885564,1.9977938525011778,2.0365862375781325,1.9977938525011778,2.044369758128453
cart,1000,10,2,0.4,10.0,gamma,4,1,1,1,0.008514381025093332,0.008048290852744,-0.025711711784257574,-0.026268651474238958,0.4109901122053352,0.41950449323042854,0.41111154648604076,0.41915983733878476,2.177405751828454,2.1516940400441964,2.1784522468158842,2.1521835953416453
cart,1000,10,2,0.4,10.0,gamma,5,1,1,1,-0.020504990292459613,-0.02189215413952511,0.048755728982378344,0.05149170243126733,0.47984391344423555,0.45933892315177594,0.47984391344423555,0.45795175930471044,2.0027190656675167,2.051474794649895,2.0027190656675167,2.054210768098784
cart,1000,10,2,0.0,6.0,gamma,1,1,1,1,-0.0005323596141854625,-0.01022342304454521,-0.007997389081686457,0.009787174348751648,0.30564661865829895,0.3051142590441135,0.30419881798650283,0.2939753949419576,2.4456109397986525,2.437613550716966,2.4482171125756995,2.458004286924451
cart,1000,10,2,0.0,6.0,gamma,2,1,1,1,-0.00415700494481247,-0.004288343899295277,0.001272488649448622,0.0016172679918322608,0.31607404062466093,0.31191703567984846,0.3152342214730929,0.3109458775737976,2.429692914385675,2.4309654030351235,2.431436590395242,2.4330538583870744
cart,1000,10,2,0.0,6.0,gamma,3,1,1,1,0.013063758372742318,0.013458612926446512,-0.019140066439506942,-0.019485716390530428,0.27157423713230083,0.28463799550504315,0.2686331438292308,0.2820917567556773,2.5236086364023738,2.504468569962867,2.527259769051099,2.5077740526605687
cart,1000,10,2,0.0,6.0,gamma,4,1,1,1,0.0023468756237730037,-0.001812219018340222,-0.017042785636613544,-0.011083345659973709,0.3753449913609505,0.3776918669847235,0.3739536983352565,0.37214147931691627,2.2781459958701493,2.2611032102335358,2.2802135090839597,2.269130163423986
cart,1000,10,2,0.0,6.0,gamma,5,1,1,1,0.004990219474032109,0.00571484738017497,-0.01225861674950579,-0.0124112752499137,0.31514412181335105,0.32013434128738316,0.31357679276970385,0.3192916401498788,2.426466525687462,2.4142079089379562,2.428918174422293,2.4165068991723793
cart,1000,10,3,0.0,10.0,gamma,1,1,1,1,-0.01894052604766361,-0.02879821375282504,0.035616283839142504,0.05286626795036353,0.5268752823033855,0.5079347562557219,0.5268752823033855,0.4980770685505605,1.623333239334135,1.6589495231732776,1.623333239334135,1.6761995072844986
cart,1000,10,3,0.0,10.0,gamma,2,1,1,1,0.008946620407314143,0.007868937396366515,-0.026338487581125447,-0.025325766903643077,0.4630245212339096,0.4719711416412237,0.4630245212339096,0.4708934586302761,1.6849716679429303,1.6586331803618048,1.6849716679429303,1.6596459010392872
cart,1000,10,3,0.0,10.0,gamma,3,1,1,1,0.004164500302538954,0.0039384008744927645,0.0040761219160838635,0.004790728176685688,0.4969902667241462,0.5011547670266852,0.49687582564445704,0.5008142265189498,1.5688801717871736,1.5729562937032575,1.569000298385638,1.5737910265623236
cart,1000,10,3,0.0,10.0,gamma,4,1,1,1,-0.010833937499328594,-0.010944328356615074,0.022926036320344068,0.023051361614310206,0.487925419655014,0.4770914821556854,0.4878492974418109,0.4769049690851958,1.7560347459667305,1.7789607822870745,1.7561782830405759,1.779229644654886
cart,1000,10,3,0.0,10.0,gamma,5,1,0,0,-0.00317600327865325,-0.013051641995338314,-0.0045919038650681365,0.009256372852255224,0.48471853887459015,0.4815425355959369,0.48487856647846034,0.471826924483122,1.7214951233293936,1.7169032194643254,1.72266780442945,1.7319241772817051
cart,1000,10,3,0.0,0.1,gamma,1,1,0,0,0.02022866983776507,0.01683212912842237,0.014624651484968165,-0.00038470082295116725,0.10092114008076129,0.12114980991852636,0.06265162348617939,0.07948375261460176,2.916275386061516,2.930900037546484,2.8580280750666396,2.8576433742436884
cart,1000,10,3,0.0,0.1,gamma,2,1,0,0,0.03082465997039363,-0.015654943171614998,0.007870410722991661,-0.14094684118922363,0.08207251120031532,0.11289717117070895,0.07123668822270285,0.05558174505108785,2.8772662984529327,2.8851367091759244,2.9577563699471576,2.816809528757934
cart,1000,10,3,0.0,0.1,gamma,3,1,0,1,0.02799042209599513,0.03598446302991069,0.06552131492092705,0.1883868381548952,0.08789111334783255,0.11588153544382768,0.050432914921140354,0.08641737795105105,2.8684967186778447,2.934018033598772,2.8063798565901172,2.9947666947450124
cart,1000,10,3,0.0,0.1,gamma,4,1,0,0,0.005577259234192819,-0.006904011672005689,-0.019497141835074228,0.08348575346054732,0.10403026013299399,0.10960751936718681,0.06422882868406429,0.057324817012058604,2.924749944603082,2.9052528027680076,2.778987894158145,2.8624736476186925
cart,1000,10,3,0.0,0.1,gamma,5,1,0,1,0.018354503521755328,0.04230230320560381,0.0031017969533433387,0.2878685495612672,0.08591970600157749,0.10427420952333281,0.0636788381488447,0.10598114135444851,2.8864192422973605,2.889521039250704,2.8047675257339097,3.092636075295177
cart,1000,10,3,0.4,10.0,gamma,1,1,0,0,-0.01140310826764468,-0.01932543533905423,0.012747266191762696,0.02781789402782686,0.40685829143930075,0.39545518317165607,0.40689250016706147,0.38756706482800724,1.7796814755197152,1.792428741711478,1.7800515336858718,1.8078694277136986
cart,1000,10,3,0.4,10.0,gamma,2,1,1,1,-0.010856433224231687,-0.011106796079381698,0.015003365732705776,0.015664378049213834,0.5110178553856772,0.5001614221614455,0.5112520805133706,0.5001452844339889,1.6787958859025167,1.6937992516352225,1.6795932972817564,1.6952576753309703
cart,1000,10,3,0.4,10.0,gamma,3,1,1,1,-0.009824115244750353,-0.022422776040918302,0.024058100459077414,0.008297745046622396,0.46855408114658825,0.4587299659018379,0.4619170083609473,0.439494232320029,1.7151595886930553,1.7392176891521327,1.7323459061387652,1.7406436511853876
cart,1000,10,3,0.4,10.0,gamma,4,1,1,1,0.004887504721347025,0.004956644473227079,-0.021954847164085134,-0.023161394002862545,0.487840762237829,0.49272826695917604,0.48780826570858893,0.492764910181816,1.5680650423122995,1.5461101951482144,1.5692820566748058,1.5461206626719433
cart,1000,10,3,0.4,10.0,gamma,5,1,1,1,0.0014854112459931068,0.0011705935310598603,-0.006659610585083131,-0.006299686458972831,0.5846534434852947,0.5861388547312878,0.5846534434852947,0.5858240370163545,1.433861009189113,1.42720139860403,1.433861009189113,1.4275613227301402
cart,1000,10,3,0.0,6.0,gamma,1,1,1,1,0.002252013032510103,0.0006413995384732529,-0.012545965776812107,-0.011344085511317381,0.30072871183392275,0.30298072486643285,0.29078711860094414,0.2914285181394174,2.2130217184800833,2.2004757527032712,2.228151880404383,2.216807794893066
cart,1000,10,3,0.0,6.0,gamma,2,1,1,1,-0.017825408111962093,-0.026465788526742584,0.04647787723346841,0.05783397647287147,0.35682458767108366,0.33899917955912157,0.35440108811027016,0.3279352995835276,2.069959033130059,2.1164369103635274,2.073903126425348,2.1317371028982195
cart,1000,10,3,0.0,6.0,gamma,3,1,0,0,-0.010916675355535532,-0.00968203783141125,0.015613133032970516,0.02208943648642636,0.29534960465387644,0.2844329292983409,0.2935112560409381,0.28382921820952683,2.1574856345239772,2.1730987675569478,2.1609958573267014,2.1830852938131278
cart,1000,10,3,0.0,6.0,gamma,4,1,1,1,-0.018328290797296753,-0.013869858071234253,0.044448029889714746,0.03221225082388779,0.29806328126711107,0.2797349904698143,0.28744315077954796,0.2735732927083137,2.2443870115172255,2.2888350414069403,2.2680141122083888,2.3002263630322766
cart,1000,10,3,0.0,6.0,gamma,5,1,0,1,-0.000963483658868558,-0.00833816926675518,0.007347792370803408,0.019676818942114593,0.3229174822976147,0.32195399863874613,0.3217441632866498,0.3134059940198946,2.0512063788130077,2.058554171183811,2.054332280912788,2.074009099854903
cart,1000,10,3,0.4,6.0,gamma,1,1,0,1,-0.030559495901461065,-0.03726144278639948,0.051225527964355644,0.06571943676552983,0.3722282849314585,0.3416687890299974,0.3730585908359377,0.3357971480495382,1.9883789481261458,2.0396044760905014,1.9903214316443332,2.056040868409863
cart,1000,10,3,0.4,6.0,gamma,2,1,1,1,-0.03161391442301931,-0.03502692804531343,0.07725377119779031,0.08530258606674268,0.386962048204741,0.3553481337817217,0.3868411652913874,0.35181423724607397,2.02152258004074,2.0987763512385302,2.0233961658586814,2.108698751925424
cart,1000,10,3,0.4,6.0,gamma,3,1,0,0,-0.011038121953559743,-0.027804478122169907,0.009529973815053161,0.033513989566166025,0.3209670245980696,0.30992890264450984,0.3217608846955558,0.2939564065733859,2.0139595047043515,2.0234894785194046,2.01885111062843,2.052365100194596
cart,1000,10,3,0.4,6.0,gamma,4,1,1,1,-0.024557939903151915,-0.02984434375305811,0.027672597951442057,0.047665020187094065,0.3208345304312778,0.2962765905281259,0.3176836067798737,0.28783926302681556,2.168029255548992,2.195701853500434,2.1773313798751963,2.2249964000622904
cart,1000,10,3,0.4,6.0,gamma,5,1,0,0,-0.010233713703809433,-0.03665734189958311,-0.02203839326081125,-0.09092133745375897,0.26077119333256077,0.25053747962875134,0.27022992261172185,0.23357258071213874,2.361473812088211,2.3394354188274,2.4988793226166073,2.4079579851628483
cart,1000,10,3,0.4,0.1,gamma,1,1,0,1,0.0014807391020346672,0.012261079972790245,0.000279484097711169,-0.035164605028959794,0.18766269512416006,0.18914343422619473,0.1310962012788239,0.14335728125161415,2.547697227183313,2.547976711281024,2.59197409631518,2.55680949128622
cart,1000,10,3,0.4,0.1,gamma,2,1,0,0,0.004360863693280259,0.061704148422028066,0.07334938500490473,0.30114541781219817,0.1736607952342189,0.17802165892749916,0.11202793706104894,0.173732085483077,2.513160794685179,2.586510179690084,2.419100133376912,2.72024555118911
cart,1000,10,3,0.4,0.1,gamma,3,1,0,0,0.004309591308521599,0.029402354148015272,0.06194457825055588,0.10464656897059843,0.17921779865717513,0.18352738996569673,0.12153497740330242,0.1509373315513177,2.5494264497920085,2.6113710280425644,2.5285367754291914,2.63318334439979
cart,1000,10,3,0.4,0.1,gamma,4,1,0,0,0.014948665878708717,-0.02333400281576345,0.020029509210025775,-0.2748888715095461,0.16458621714059302,0.17953488301930173,0.14631089832467173,0.12297689550890828,2.5253517543027844,2.54538126351281,2.7610964278120407,2.4862075563024946
cart,1000,10,3,0.4,0.1,gamma,5,1,0,0,0.009529950779115975,-0.006028950049817988,0.04025854905741255,-0.003966826760060105,0.176198312079845,0.18572826285896096,0.1412704610492795,0.13524151099946152,2.5618275676402873,2.6020861166977,2.586762550853619,2.582795724093559
cart,1000,10,4,0.4,10.0,gamma,1,1,1,1,-0.01203183789429052,-0.012551925581015533,0.015556434257176344,0.015363958003881795,0.4854114642941689,0.4733796263998784,0.48593155198089394,0.4733796263998784,1.4734366907579617,1.488993125015138,1.4736291670112562,1.488993125015138
cart,1000,10,4,0.4,10.0,gamma,2,1,1,1,-0.022897481476692016,-0.026554340153902956,0.06737146918857917,0.07309008388560989,0.5262861701961458,0.5033886887194537,0.5262861701961458,0.4997318300422428,1.457301431346686,1.5246729005352653,1.4573014313466859,1.5303915152322958
cart,1000,10,4,0.4,10.0,gamma,3,1,1,1,-0.005137516536555253,-0.008326367284400171,-0.008014283084815776,-0.006654516237935226,0.6010035033550841,0.5958659868185289,0.6010035033550841,0.592677136070684,1.1480118341095316,1.1399975510247158,1.1480118341095316,1.1413573178715963
cart,1000,10,4,0.4,10.0,gamma,4,1,1,1,-0.021759325239404048,-0.035854099659477,0.04580459271005055,0.06601887551758234,0.5333824470283244,0.5116231217889203,0.5325693652998844,0.4967152656404074,1.455829297652322,1.5016338903623725,1.4586475035852542,1.5246663791028365
cart,1000,10,4,0.4,10.0,gamma,5,1,1,1,-0.03368945814168589,-0.033744087343671736,0.09782593375364823,0.09808977577264755,0.5576363324838469,0.523946874342161,0.5576363324838469,0.5238922451401752,1.3654433411445985,1.4632692748982468,1.3654433411445985,1.463533116917246
cart,1000,10,2,0.4,0.1,gamma,1,10,1,1,-0.015710616861318027,-0.014838613435759318,0.02974550024465028,0.00359951198448627,0.2815043828529759,0.2657937659916579,0.24201310307970317,0.22717448964394385,2.6196924507028543,2.6494379509475046,2.684577754776268,2.6881772667607544
cart,1000,10,2,0.4,0.1,gamma,2,10,1,1,0.0014117115623458742,0.13767951835227862,0.0736538980162984,0.24778664560322028,0.29818774289446426,0.29959945445681013,0.2200686931921034,0.357748211544382,2.6468073046962886,2.720461202712587,2.576247217316748,2.8240338629199684
cart,1000,10,2,0.4,0.1,gamma,3,10,1,1,-0.01767173101739855,0.025219312801347427,0.024345745615156567,0.15312812583537472,0.300944800534615,0.2832730695172164,0.22778622398337045,0.2530055367847179,2.624429031468771,2.6487747770839274,2.5211479132836847,2.6742760391190594
cart,1000,10,2,0.4,0.1,gamma,4,10,1,1,0.006579057824132761,-0.0420502261497408,0.06621628040364946,0.000559161825667065,0.2749748451369629,0.28155390296109567,0.3187167779468581,0.2766665517971173,2.618594277698282,2.6848105581019315,2.8406365572626875,2.8411957190883546
cart,1000,10,2,0.4,0.1,gamma,5,10,1,1,0.06304060974552023,-0.1305356561676789,0.010741039724795787,-0.4761543176862384,0.27377457738287864,0.33681518712839886,0.34548067435919927,0.21494501819152037,2.6035054959835966,2.6142465357083924,2.9190144768406645,2.442860159154426
cart,1000,10,4,0.4,0.1,gamma,1,1,0,0,0.00739964919526459,-0.04926432475475795,-0.063659445905063,-0.04980374098623441,0.13111087130527016,0.13851052050053475,0.11763140868552012,0.06836708393076217,2.5546032229804307,2.4909437770753677,2.5471493713019724,2.497345630315738
cart,1000,10,4,0.4,0.1,gamma,2,1,0,0,-0.012344376837888416,-0.02480040192090678,0.0740511631285341,0.11854032639668155,0.11847222452141154,0.10612784768352312,0.11230052549308822,0.08750012357218144,2.500327004696233,2.5743781678247672,2.6106343808290475,2.729174707225729
cart,1000,10,4,0.4,0.1,gamma,3,1,0,0,0.02307142283379357,0.035385694153780345,0.06617331359849254,0.17546453020246533,0.10991372428957635,0.13298514712336992,0.07050754186531605,0.10589323601909639,2.447669856846753,2.5138431704452455,2.5059425784469034,2.6814071086493687
cart,1000,10,4,0.4,0.1,gamma,4,1,0,0,-0.005768850464679384,0.0019444351109322439,0.021384434428425525,-0.05826188032410862,0.12348000617968921,0.11771115571500983,0.07243943049499996,0.0743838656059322,2.5375415725818886,2.558926007010314,2.570959176792826,2.5126972964687173
cart,1000,10,4,0.4,0.1,gamma,5,1,0,0,0.016500436548017694,-0.024274723356799074,0.1615013501674909,0.045401246791307415,0.1106010096714034,0.1271014462194211,0.13063398213636168,0.10635925877956261,2.4127368543703422,2.574238204537833,2.5558010771095114,2.601202323900819
cart,1000,10,2,0.0,0.1,gamma,1,10,0,1,0.024322864390445745,0.02819492107251506,-0.014374470952663199,0.06559342328946416,0.09475537814732476,0.11907824253777051,0.13459845373446686,0.16279337480698192,2.9136252207072073,2.899250749754544,3.057230806989602,3.122824230279066
cart,1000,10,2,0.0,0.1,gamma,2,10,0,1,0.0029739148424749867,0.00834918106992888,-0.020321344841866207,-0.08076741204163085,0.0920523358310669,0.09502625067354188,0.0664833516233317,0.07483253269326058,2.9274923894514586,2.9071710446095924,2.9612599206620236,2.8804925086203927
cart,1000,10,2,0.0,0.1,gamma,3,10,1,0,0.05117879869774855,0.008552846700881772,0.10308449301727585,0.013435801696214167,0.09802876988674941,0.14920756858449796,0.07171636059942879,0.08026920730031056,2.9118346997523883,3.014919192769664,2.886799247044364,2.900235048740578
cart,1000,10,2,0.0,0.1,gamma,4,10,1,0,0.010676045714846816,0.018454371745674263,-0.0058873171039088845,0.03471660835697188,0.10808073777390519,0.118756783488752,0.03640328278772533,0.054857654533399594,2.9533755591977227,2.9474882420938138,2.863818934985851,2.898535543342823
